"Prop Type","Status","S/A","Price","Yr Blt","TypeDwel","# of Kitchens","# Rms","Age","Floor Area -Grand Total","Area","Zoning","Type","Total Bedrooms","Total Baths","Class","Days On Market","List Date","Lot Sz (Sq.Ft.)","View","VOW Comment","Agent Hit Count","Approx.Yr of Renos/Addns","Broker Reciprocity","Commission","Dwelling Classification","Fire Sprinkler System","Fireplaces","Flood Plain","Internet Remarks","List Price","Neighborhood Code","Public Remarks","Realtor Remarks","Sold Price","Sold Price per SqFt","Parking Places - Total","Gross Taxes","Dist to School/School Bus","Distance to Pub/Rapid Tr","Owner Name","Protected Owner Name","No. Floor Levels"
"Residential Attached","S","Kitsilano","$1,250,000","2012","APTU","1","9","9","1,158","Vancouver West","C-3A","Apartment/Condo","2","2","Residential Attached","18","2/11/2021","0.00",,"No",,,"Y","3.2% OF THE FIRST $100,000.00 AND 1.15% OF THE BALANCE","Attached",,"0",,,"$1,278,000",,"Welcome to Pinnacle Living!  This large 2 bed & den plus solarium corner condo is in a great location overlooking the courtyard and with sunset and mountain views.  Custom cabinets have been installed throughout and it features an open concept floorplan, bedrooms on opposite sides and beautiful engineered hardwood flooring.  The maintenance fee includes heat and central A/C for those hot summer days.  This unit comes with 2 side by side parking & secure bike storage.  The building has a gym, rec room, courtyard with BBQ's & a rooftop patio.  This top notch location has all amenities within walking distance, a daycare just around the corner & newly built Lord Tennyson Elementary just a block away, not to mention the proposed skytrain to UBC with a station planned for Arbutus and Broadway.","Measured by Real360 Marketing, buyer to verify if important. Parking #150 and 151. Strata fees include heat and central A/C. Still available.","$1,250,000","$1,079.45","2","$3,273.82","1 BLOCK","CLOSE","KUNAL DASGUPTA AND SAPNA GUPTA",,"1"
"Residential Attached","S","Heritage Woods PM","$1,250,000","2007","TWNHS","1","13","14","1,952","Port Moody","MF","Townhouse","4","3","Residential Attached","7","3/30/2021","0.00","Yes","No",,,"Y","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","Attached",,"1","No",,"$1,099,900",,"BRIGHT MOVE IN READY END UNIT is one of the best locations at the top of the complex with amazing views from the main floor, balcony mbdrm & ensuite. The open plan has a spacious great room with cozy gas fireplace. Kitchen and dining room feature ss appliances, including new dishwasher, induction range, granite countertops and large island with ample cabinet storage throughout. Upstairs has 3 generous bdrms, mbdrm offering view, WI closet and 4 piece ensuite. Downstairs has 4th bedroom or flex space and roughed in plumbing. New furnace, hw tank, updated lighting & blinds. Double garage plus room for vehicle on driveway. Street parking with direct access to private fenced yard. Fantastic School Catchment for all levels. Private appointments only.","Touchbase or call Carmen for showings 778-773-2283 Prof meas by See Virtual 360. Covid19 showing protocols for all showings.  No Showings on Easter Sunday Private Showings: Monday April 5 12-2pm Offers Tues, April 6 by 4 Strata Docs Link:  https://www.dropbox.com/s/0u7a6mdvncilr9z/Strata.pdf?dl=0","$1,250,000","$640.37","3","$4,011.04","2 BLOCKS","1 BLOCK","GEIR SORDAL AND TERESA GIULIETTI",,"3"
"Residential Detached","S","Silver Valley","$1,250,000","2016","HOUSE","1","11","5","2,964","Maple Ridge","R-2","House/Single Family","4","3","Residential Detached","8","5/3/2021","3,917.00","Yes","No",,,"Y","3.1% ON THE FIRST $100,000 AND 1.16% ON THE BALANCE","Detached",,"1","No",,"$1,199,900",,"Beautiful 2 Storey w/Bsmt Home features 4 bedrooms upstairs, 3 b-2aths and just under 3000 sqft. of well thought out living space. Dream Kitchen with white cabinets to ceilings, Quartz counters, SS Appliances with Gas Range, Crown Moulding and large island for entertaining. Engineered Hardwood, custom lighting, designer paint and a main floor office or kids play/flex room. 4 Generous sized bedrooms upstairs and Master Bedroom that features a large walk-in-closet and spa like ensuite. Custom cedar fencing surrounds one of the nicest, professionally landscaped and private backyards in the area. Bright, unfinished basement is awaiting your design ideas and can be a 1 or 2 bedroom suite and is perfect for the inlaws, Nanny or Anchor Kids. Double Garage with ample parking. It starts here!","Gone, Gone, gone she's been gone so long! Add $50k to the list price for the Sold Price. Offers will be presented on May 11, 2021 by 6pm. Measurements from Builders Original Plans.  https://www.luccamarketing.ca/open/?a=josq175","$1,250,000","$421.73","4","$5,670.78","CLOSE","NEAR","Amy Jones",,"3"
"Residential Detached","S","Central Pt Coquitlam","$1,250,000","1977","HOUSE","1","11","44","1,996","Port Coquitlam","RES","House/Single Family","4","3","Residential Detached","5","5/6/2021","5,409.00","No","No",,"2016","Y","3.255% ON THE FIRST $100,000 AND 1.1625% ON THE BALANCE","Detached",,"0","Yes",,"$999,800",,"Owners take pride throughout this BEAUTIFULLY maintained and TASTEFULLY REMODELED, 4 bedroom basement home on quiet fully fenced 5409sqft lot in DESIREABLE location, close to all. Bright and open layout enjoys CHEF'S GOURMET KITCHEN opening to large family dining room, spacious living room, 3 large bedrooms with ENSUITE off master and 5 piece main bathroom. Large rec room, 4th bedroom, flex room and 3 piece bathroom complete this lower level. Newer roof, furnace, bathrooms, deck, extra wide concrete driveway, windows and kitchen are just a few of the many many fine features found. Looking for a great neighbourhood? Where kids play on the street? You have found it! To view is to buy, to show is to sell.","All meas. for home by Real 360 Marketing LTD. Lot size taken from City assessment. All offers to be emailed to info@michelleforsberg.com by 2pm May 11. Sellers prefer longer dates, ideally July 28 completion w/ possession and adjustment July 31 w/ option to change dates to end of August.","$1,250,000","$626.25","6","$3,465.16","5 BLOCKS","3 BLOCKS","GARY SCOTT WEBSTER AND CHARLENE GUNVOR WEBSTER",,"2"
"Land Only","S","Gibsons & Area","$1,250,000",,,,,,,"Sunshine Coast","R1","Other",,,"Land","31","2/19/2021","6,525.00","Yes","No",,,"Y","3.255% 1ST $100K & 1.1625% OF BAL, WITHOUT 1ST PHYSICAL INTRO TO PROPERTY COMMISSION PAID TO BUYERS AGENT IS 2.44% ON 1ST $100K  & .87% ON BALANCE.",,,,,,"$1,250,000",,"Prime low bank waterfront in Granthams Landing with stunning views of Keats Island, Georgia Strait and Gibsons Harbour. This property has the option to finish off the grandfathered 575 sq.ft. cottage at waters edge or build a new home just back from the waters edge, your choice depending on your needs.  Lovely beach and only minutes to the shops and restaurants in lower Gibsons and a very short drive to the ferry. Purchase waterfront now as its availability continues to diminish, secure your future and investment.","All offers must be subject to probate. Property square footage taken from tax assessment, buyer to verify. Property is in DPA zone, see covenant with GeoTech Report in documents. Septic details are being determined.","$1,250,000","$191.57",,"$3,799.32",,,"**Privacy Protected**",,
"Land Only","A","Halfmn Bay Secret Cv Redroofs","$1,250,000",,,,,,,"Sunshine Coast","R2","Other",,,"Land","32","6/1/2021","0.00","Yes","No",,,"Y","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE.",,,,"No",,"$1,250,000",,"This 2.95 acre high bank waterfront property has rare 200 feet of frontage and a huge level building area to take advantage of the incredible south facing ocean and Vancouver Island views. Build your dream home on this private, beautiful property.  Existing trees can be trimmed to re-open up the huge view.  This spectacular lot is on the 7900 block of Redrooffs Road.",,,,,"$3,706.28",,,"**Privacy Protected** David John Passmore Judith Nancy PassmoreGarry Robert MarshallColleen Jean Mar",,
"Residential Detached","A","Sechelt District","$1,250,000","1939","HOUSE","1","5","82","735","Sunshine Coast","R1","House/Single Family","2","1","Residential Detached","46","5/18/2021","4,745.00","Yes","No",,,"Y","3.255% ON THE 1ST $100,000 & 1.1625% ON THE BALANCE PAID ONLY ON 1ST PHYSICAL INTRODUCTION TO SUBJECT PROPERTY, OTHERWISE $500.00","Detached",,"1",,,"$1,250,000",,"Highly sought after & hard to find, this Davis Bay waterfront property sits at waters edge. This quaint cottage has brought family memories for generations & is now ready for you. Sweeping ocean views are of the popular pier, Vancouver Island, Trail Islands & spectacular sunsets. As you walk out, the property offers superb recreation from launching your boat/kayak, enjoying the abundance of sea life or an afternoon swim. The home has 2 bedrooms, 1 bath, a roomy kitchen with separate dining area overlooking the ocean. Living room features a cozy natural gas fireplace with stone surround and wood features that reflect of a time period. Just steps from the sea walk for a stroll or stop at the local restaurants & shops. Enjoy this coastal lifestyle in a special location.","Tenanted, 24 hour notice required. Measurements by photographer, Buyer to verify if important. COVID protocols in place.",,,"2","$3,691.49","1 BLOCK","1 BLOCK","ESTATE OF WILLIAM ARTHUR BEGG",,"1"
"Residential Detached","A","Roberts Creek","$1,250,000","1995","HOUSE","1","9","26","2,550","Sunshine Coast","R-2","House/Single Family","3","3","Residential Detached","2","7/1/2021","21,606.00","No","No",,,"Y","3.25% OF THE 1ST $100,000 & 1.15% OF THE BALANCE","Detached",,"1",,,"$1,250,000",,"A family home in the heart of Lower Roberts Creek. Well maintained, 4 bed, 3 full bath home on 1/2 of an acre within walking distance to the village, school and of course, beaches! Set at the end of a quiet no through street, you'll enjoy the bright, private lot boasting mature gardens and fruit trees, extra high detached workshop, shed & greenhouse. Inside you will find a spacious open floor plan with large living room, dining room and entertainment sized kitchen leading to the covered deck. Lower lever offers a huge hobby room and separate entrance. This is a wonderful home ready for you to make it your own. Book a private tour and see all of the possibilities.","Measurements of house have been taken from BC  Assessment.   Room sizes by Irwin Huber. All info to be verified by buyer.",,,"5","$3,845.37",,,"MARY LOUISE WHITE, THE ESTATE OF WALTER MORRIS OAKFORD",,"2"
"Residential Detached","S","Salt Spring Island","$1,250,000","2018","HOUSE","1","13","3","2,506","Islands-Van. & Gulf","R(E)","House/Single Family","3","3","Residential Detached","81","1/11/2021","0.00","Yes","No",,,"Y","3% ON 1ST $100,000/1.5% ON BAL","Detached",,"1","No",,"$1,449,000",,"Wow! Ocean, islands, mountain viewscapes from this dramatic small acreage. Sunny (E/S/W) exposures,  sunset vistas in summer season, gently sloping land with level areas...arable, easy to  landscape/garden to your desire. Close to Ganges Village &  all services/amenities (banks, schools,  restaurants, theatre (ArtSpring), indoor pool, galleries, library & to golf & to marinas). Close to  hospital. Hiking/walking trails at your doorstep. Step in ready, brand new purpose built home.  Check this out...rare to find new construction for sale on Salt Spring. ","Contact Listing Agent LiRead33@Gmail.com for more info and appts to view  ","$1,250,000","$498.80",,"$1,887.92",,,"O'CONNER PARKS / PARKS INVESTMENT LTD INC# BC0481568",,"2"
"Residential Attached","S","University VW","$1,250,000","2016","APTU","1","10","5","1,006","Vancouver West","APT","Apartment/Condo","3","2","Residential Attached","30","3/10/2021","0.00","Yes","No",,,"Y","3.255% ON 1ST $100K / 1.1625% ON BALANCE","Attached",,"0",,,"$1,288,000",,"This fantastic unit sits in the best facing (south & west comer with a lot of sun light) at Binning Tower developed by famous Wall Financial. It offers 2 parking lots and I locker with benefit of using fitness room, bike storage and repair room, clubhouse, garden, workout room and lounge. Only I block to all shops, banks and restaurants and bus stop, rare 3 bedrooms and 2 full bathrooms, excellent condition and layout looks like new. Catchment school: Norma Rose Point School & University Hill Secondary, both are top ranking in BC. UBC Special Levy fee $1,138.83 for year 2020. Strata management fee $446.99/m.","All measurements are approximately and provided by the seller, to be verified by the buyer if deemed important, Vacant easy to show, Parking #167 & #168, Locker P2-07-43. COVID-19 protocol is applied when viewing.","$1,250,000","$1,242.54","2","$1,608.89","3 blk","1 blk","Hua Qiang LIAO, Feng Gen CHEN",,"1"
